link_meci,data_meci,echipa_gazda,echipa_oaspete,forma_puncte_gazda,forma_puncte_oaspete,h2h_victorii_gazda,h2h_gazda,medie_goluri_gazda,medie_goluri_oaspete,medie_goluri_primite_gazda,medie_goluri_primite_oaspete,medie_suturi_pe_poarta_gazda,medie_suturi_pe_poarta_oaspete,medie_total_suturi_gazda,medie_total_suturi_oaspete,medie_cornere_gazda,medie_cornere_oaspete,medie_cartonase_galbene_gazda,medie_cartonase_galbene_oaspete,medie_cartonase_rosii_gazda,medie_cartonase_rosii_oaspete,medie_ofsaiduri_gazda,medie_ofsaiduri_oaspete,medie_lovituri_libere_gazda,medie_lovituri_libere_oaspete,medie_interventii_portar_gazda,medie_interventii_portar_oaspete,medie_posesie_minge_gazda,medie_posesie_minge_oaspete,rezultat,loc_clasament_gazda,loc_clasament_oaspete
https://www.flashscore.ro/meci/fotbal/poli-iasi-t84qisiU/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=dSweN72B,2020-10-02,Univ. Craiova,Poli Iași,6,3,0,0.0,2.0,1.5,0.5,3.0,7.5,5.0,13.5,8.5,7.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,13.5,19.0,1.5,1.5,50.0,47.5,1,1,4
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/sepsi-IDsPIcMA/sumar/statistici/0/?mid=benOMeTc,2020-10-03,Sepsi Sf. Gheorghe,FC Argeș,1,0,0,0.0,0.5,0.0,1.0,2.5,4.0,3.5,11.0,7.0,8.0,3.5,3.0,2.0,0.0,0.0,2.5,3.0,15.0,18.5,2.5,2.5,50.0,49.5,1,9,15
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=QslGOHbo,2020-10-03,Astra Giurgiu,FC Voluntari,1,1,0,0.0,0.7,0.5,2.3,1.0,2.3,2.5,4.3,7.5,4.7,3.5,3.7,2.0,0.0,0.0,1.0,2.0,15.3,13.5,5.3,3.5,42.0,50.0,2,16,7
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=viTaMRHH,2020-10-03,FCSB,Dinamo București,6,3,0,0.0,3.0,1.5,0.0,1.0,8.5,2.5,14.0,7.0,6.5,2.5,0.5,1.0,0.0,0.0,1.0,2.5,16.5,22.0,3.0,2.5,57.5,52.5,1,3,12
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=ncIZFPfo,2020-10-04,FC Botoșani,Chindia Târgoviște,4,1,0,0.0,2.0,0.0,0.0,0.5,4.5,2.0,10.0,8.5,5.0,3.5,2.5,3.5,0.0,0.0,2.0,1.5,18.0,13.5,3.5,3.0,54.5,42.0,2,7,14
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=4YnKNyEi,2020-10-04,Gaz Metan Mediaș,FC Hermannstadt,3,4,0,0.0,1.5,1.3,1.5,1.0,4.0,2.3,5.5,5.3,2.5,2.3,2.5,2.7,0.0,0.0,3.5,0.3,24.5,13.7,2.5,4.0,49.0,44.0,0,10,8
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/viitorul-constanta-billykZb/sumar/statistici/0/?mid=plW7K5nU,2020-10-04,FC Viitorul,CFR Cluj,4,6,0,0.0,2.0,2.0,2.0,0.5,5.0,4.5,10.0,11.0,4.7,5.5,2.3,3.0,0.0,0.0,1.7,1.0,18.3,16.0,1.7,0.5,49.0,58.0,0,13,3
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=jRW3LoXN,2020-10-05,UTA Arad,LPS HD Clinceni,1,2,0,0.0,1.0,1.0,1.5,1.0,2.5,4.0,7.5,6.0,2.5,5.0,2.5,3.0,0.0,0.0,1.5,1.5,12.0,14.5,2.5,3.5,50.0,48.0,0,11,13
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-astra-EihjKDVb/sumar/statistici/0/?mid=vFJFCB5j,2020-10-16,FC Argeș,Astra Giurgiu,1,0,0,0.0,1.3,0.5,2.0,3.0,4.3,2.0,7.0,6.5,4.3,4.5,2.0,2.0,0.0,0.0,2.7,2.0,19.7,13.0,3.0,5.0,47.0,50.0,1,15,16
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=QBFBDijp,2020-10-17,Chindia Târgoviște,Gaz Metan Mediaș,3,3,0,0.0,1.0,1.7,1.5,1.7,2.0,3.0,7.5,6.3,6.0,4.3,3.5,2.3,0.0,0.0,1.5,1.3,20.5,26.0,1.0,4.0,46.5,48.0,1,9,11
https://www.flashscore.ro/meci/fotbal/poli-iasi-t84qisiU/sepsi-IDsPIcMA/sumar/statistici/0/?mid=CbjSLFr4,2020-10-17,Poli Iași,Sepsi Sf. Gheorghe,6,5,0,0.0,2.3,1.3,2.0,1.0,7.3,4.3,12.3,6.3,5.0,6.0,3.0,3.0,0.0,0.0,3.0,1.3,13.7,15.0,2.3,3.3,54.7,50.0,2,7,6
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=tvvuJDSM,2020-10-17,CFR Cluj,FC Botoșani,5,4,0,0.0,0.3,1.7,0.0,1.7,4.3,4.7,9.7,7.3,7.0,3.7,1.7,3.3,0.0,0.0,1.7,2.7,19.7,20.7,1.0,2.0,63.3,46.0,1,3,8
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=hI7cyeri,2020-10-18,FC Hermannstadt,UTA Arad,4,5,0,0.0,2.0,1.0,1.5,0.7,4.0,2.7,8.0,6.0,5.0,3.3,3.5,2.3,0.0,0.0,1.0,0.7,16.5,15.3,3.5,5.3,48.5,47.7,0,7,10
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=fNuXKZcA,2020-10-18,Dinamo București,Univ. Craiova,2,9,0,0.0,0.7,2.3,1.0,0.7,6.7,4.3,12.3,8.3,5.0,3.3,2.7,1.3,0.0,0.0,1.0,1.0,18.0,17.0,1.0,2.3,58.3,53.0,2,14,1
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/viitorul-constanta-billykZb/sumar/statistici/0/?mid=KUxqIXsT,2020-10-19,FC Voluntari,FC Viitorul,6,1,0,0.0,1.7,0.5,1.3,2.0,4.7,3.0,7.3,8.0,4.0,3.0,2.3,1.5,0.0,0.0,2.3,3.0,14.3,18.5,2.3,5.0,46.7,44.0,2,7,13
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=YDvyKgDG,2020-10-19,LPS HD Clinceni,FCSB,3,3,0,0.0,1.5,2.0,1.0,2.3,2.0,6.7,7.5,13.0,3.5,5.7,3.5,2.7,0.0,0.0,2.0,0.7,18.0,16.0,1.5,3.0,45.5,55.0,2,12,3
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=KrIHWWdM,2020-10-23,Gaz Metan Mediaș,FC Botoșani,4,4,0,0.0,1.3,1.5,1.3,1.8,3.7,4.5,6.0,7.5,2.3,3.5,3.0,3.2,0.0,0.0,2.3,2.2,21.0,20.2,2.7,2.2,47.7,44.2,2,12,10
https://www.flashscore.ro/meci/fotbal/lps-hd-clinceni-Q7PNEIgJ/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=Sz0AYhS9,2020-10-23,Univ. Craiova,LPS HD Clinceni,9,3,0,0.0,1.7,0.7,0.3,0.7,6.7,3.0,13.7,5.3,7.3,3.7,0.3,2.7,0.0,0.0,1.3,1.7,13.3,14.0,1.0,3.0,53.7,48.7,2,1,13
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=4GglRAKq,2020-10-24,UTA Arad,Chindia Târgoviște,2,4,0,0.0,0.7,0.7,1.0,0.3,2.3,2.0,7.7,7.3,2.3,3.7,2.0,2.7,0.0,0.0,2.0,2.3,14.7,15.0,2.0,2.3,50.0,45.3,1,12,7
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/poli-iasi-t84qisiU/sumar/statistici/0/?mid=YkbhQUZk,2020-10-24,Astra Giurgiu,Poli Iași,1,3,0,0.0,1.0,1.0,2.5,2.3,2.5,3.3,5.2,6.3,5.0,4.0,3.5,2.3,0.0,0.0,1.5,1.3,16.5,17.7,4.8,2.3,43.5,44.7,1,16,11
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/sepsi-IDsPIcMA/sumar/statistici/0/?mid=lp16ZYC3,2020-10-24,Sepsi Sf. Gheorghe,Dinamo București,4,3,0,0.0,0.7,1.7,0.7,1.7,4.0,3.3,11.0,7.3,7.7,4.0,2.7,2.0,0.0,0.0,2.3,2.0,15.0,21.0,2.0,1.7,56.3,51.7,1,4,14
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/viitorul-constanta-billykZb/sumar/statistici/0/?mid=277MVjCS,2020-10-25,FC Viitorul,FC Argeș,5,0,0,0.0,1.8,0.0,1.8,2.0,4.5,2.7,8.8,6.0,4.0,3.3,2.5,1.7,0.0,0.0,1.8,2.7,19.0,18.7,2.0,2.7,50.5,43.3,0,11,15
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=McaEXCsG,2020-10-25,FC Voluntari,CFR Cluj,6,7,0,0.0,1.2,1.7,1.5,0.7,5.2,4.3,8.2,10.7,5.2,5.3,2.2,4.0,0.0,0.0,2.5,0.7,15.2,16.7,2.5,1.0,47.8,53.7,2,9,4
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=W861zFcc,2020-10-26,FCSB,FC Hermannstadt,9,5,0,0.0,3.0,1.2,0.7,1.0,6.7,2.8,11.3,6.2,5.7,4.5,2.3,2.5,0.0,0.0,2.0,1.2,16.0,16.0,3.0,3.5,55.0,46.8,1,3,7
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=KbI5GTP7,2020-10-30,FC Argeș,FC Voluntari,4,4,0,0.0,1.2,1.3,1.5,1.3,4.2,3.7,7.2,9.3,5.0,5.0,2.0,2.3,0.0,0.0,2.2,2.3,19.0,13.0,3.8,2.7,48.2,50.7,1,15,9
https://www.flashscore.ro/meci/fotbal/lps-hd-clinceni-Q7PNEIgJ/sepsi-IDsPIcMA/sumar/statistici/0/?mid=80WEQDmF,2020-10-31,LPS HD Clinceni,Sepsi Sf. Gheorghe,3,8,0,0.0,1.0,2.0,1.3,1.0,1.7,5.0,5.3,7.8,2.7,5.2,3.3,2.8,0.0,0.0,2.0,1.2,18.7,17.0,1.7,2.5,43.3,49.0,1,11,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=GQZMOiIR,2020-10-31,FC Botoșani,UTA Arad,4,6,0,0.0,1.3,1.0,0.7,0.8,3.3,2.8,8.3,6.8,6.3,4.8,2.0,2.0,0.0,0.0,2.0,1.2,15.0,16.8,2.3,4.8,52.3,48.2,2,5,6
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=8OE1H9A1,2020-10-31,FC Hermannstadt,Univ. Craiova,5,12,0,0.0,1.7,2.0,1.3,0.5,4.0,4.0,7.7,7.5,4.3,3.2,2.3,1.8,0.0,0.0,2.3,1.0,17.3,16.5,3.0,2.5,49.0,50.8,2,9,1
https://www.flashscore.ro/meci/fotbal/poli-iasi-t84qisiU/viitorul-constanta-billykZb/sumar/statistici/0/?mid=IZLlKBQr,2020-11-01,Poli Iași,FC Viitorul,6,4,0,0.0,2.0,1.0,2.5,1.3,5.8,3.7,10.2,9.3,5.0,3.0,2.5,2.3,0.0,0.0,3.5,2.7,16.5,18.7,2.5,5.7,54.5,45.7,2,12,9
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=M3zJPX2L,2020-11-01,CFR Cluj,Gaz Metan Mediaș,8,3,0,0.0,0.8,1.2,0.2,1.5,4.5,2.8,9.8,6.5,6.8,5.0,1.5,2.2,0.0,0.0,2.5,1.0,19.0,23.2,1.5,4.0,62.8,48.8,2,3,14
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=zBGgJVuk,2020-11-02,Chindia Târgoviște,FCSB,6,6,0,0.0,1.0,2.0,1.0,1.8,3.0,6.0,7.0,12.5,5.0,6.0,3.0,2.5,0.0,0.0,2.7,0.5,18.3,16.5,1.3,2.5,47.3,56.5,2,9,2
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=M3dluD28,2020-11-06,Astra Giurgiu,LPS HD Clinceni,4,6,0,0.0,1.6,0.8,2.0,0.5,3.2,3.0,6.6,5.5,4.4,3.0,3.4,2.5,0.0,0.0,1.4,1.8,17.0,13.0,5.0,3.0,44.6,46.5,2,16,7
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=drGxJMo6,2020-11-06,Univ. Craiova,Chindia Târgoviște,9,4,0,0.0,1.2,0.5,0.5,0.5,5.8,2.2,13.5,6.5,8.2,3.5,0.5,2.5,0.0,0.0,1.5,2.0,13.5,16.8,1.2,2.8,55.2,47.0,2,1,10
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/poli-iasi-t84qisiU/sumar/statistici/0/?mid=6gNPLO1m,2020-11-07,FC Voluntari,Poli Iași,6,3,0,0.0,1.0,0.8,1.4,2.8,4.2,4.0,6.8,7.0,4.4,5.0,2.4,3.0,0.0,0.0,2.4,1.2,16.0,17.2,2.4,2.2,46.8,46.2,1,11,13
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/sepsi-IDsPIcMA/sumar/statistici/0/?mid=zZEtIt1C,2020-11-07,Sepsi Sf. Gheorghe,FC Hermannstadt,7,5,0,0.0,1.0,1.0,0.5,1.8,5.0,2.4,12.0,6.0,7.0,4.6,2.5,2.6,0.0,0.0,2.2,1.2,15.2,15.8,2.0,4.4,55.8,44.4,0,4,12
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=lICUKrHg,2020-11-07,FCSB,FC Botoșani,12,7,0,0.0,3.5,1.6,0.5,1.6,8.2,4.0,12.2,7.4,5.8,3.2,2.0,2.8,0.0,0.0,2.0,2.2,17.2,20.0,2.5,2.2,57.5,44.8,1,2,9
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-arges-65I2MLv6/sumar/statistici/0/?mid=0fehvXHE,2020-11-08,FC Argeș,CFR Cluj,7,10,0,0.0,1.4,1.5,1.4,0.5,4.4,4.0,7.8,10.0,4.8,5.2,2.0,3.5,0.0,0.0,2.2,1.2,18.4,16.5,3.0,0.8,48.2,54.5,2,14,3
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/viitorul-constanta-billykZb/sumar/statistici/0/?mid=2LGYJ2Wa,2020-11-08,FC Viitorul,Dinamo București,6,3,0,0.0,1.8,1.2,1.8,1.8,5.2,3.0,9.2,6.8,5.2,3.2,2.2,2.0,0.0,0.0,1.8,1.8,17.4,20.0,2.0,2.8,53.6,50.2,1,7,15
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=S2OLM4ns,2020-11-09,UTA Arad,Gaz Metan Mediaș,5,6,0,0.0,0.8,1.4,0.8,1.4,3.0,2.8,7.8,6.4,3.0,4.0,2.8,3.0,0.0,0.0,1.5,1.2,17.0,22.4,2.2,3.4,49.5,48.0,2,7,12
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-astra-EihjKDVb/sumar/statistici/0/?mid=E1FcIkee,2020-11-14,Dinamo București,Astra Giurgiu,2,0,0,0.0,0.5,0.3,1.0,2.3,5.8,3.3,11.2,7.0,6.2,4.7,2.8,2.0,0.0,0.0,2.0,2.3,18.8,12.0,1.2,4.3,57.8,49.3,0,15,16
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/poli-iasi-t84qisiU/sumar/statistici/0/?mid=fyVsGKVO,2020-11-20,Poli Iași,FC Argeș,6,1,0,0.0,1.6,0.5,2.6,2.0,5.0,3.0,8.6,6.5,4.4,2.8,2.0,2.2,0.0,0.0,2.8,2.2,14.8,18.2,2.4,3.5,53.6,41.0,0,13,14
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=zk34XL0a,2020-11-20,Dinamo București,FC Voluntari,3,4,0,0.0,0.6,1.2,1.0,1.5,5.4,3.0,11.4,8.0,5.8,6.0,2.6,2.5,0.0,0.0,2.4,2.0,17.8,12.5,1.2,2.8,57.2,51.0,1,15,8
https://www.flashscore.ro/meci/fotbal/lps-hd-clinceni-Q7PNEIgJ/viitorul-constanta-billykZb/sumar/statistici/0/?mid=p0AizOGt,2020-11-21,LPS HD Clinceni,FC Viitorul,6,7,0,0.0,1.2,1.5,1.0,1.0,1.8,3.2,5.0,7.8,2.8,3.5,3.0,2.0,0.0,0.0,2.2,2.0,18.2,15.8,2.5,4.8,44.5,46.8,1,6,5
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=6Fb0Y1og,2020-11-21,FC Botoșani,Univ. Craiova,4,15,0,0.0,1.5,1.8,1.2,0.4,3.5,5.0,9.0,8.6,7.0,3.8,1.8,1.8,0.0,0.0,1.8,1.6,14.5,16.8,2.8,2.4,51.8,50.8,0,11,2
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=GpWwH0GI,2020-11-22,FC Hermannstadt,Astra Giurgiu,5,1,0,0.0,1.2,0.5,1.2,2.0,3.5,3.0,6.8,6.2,5.0,4.0,3.0,1.8,0.0,0.0,2.5,1.8,16.2,13.0,4.2,4.0,49.0,48.2,2,12,16
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=8vJPv48P,2020-11-22,CFR Cluj,UTA Arad,8,9,0,0.0,0.8,1.4,0.6,1.0,4.0,3.6,9.6,7.4,7.0,3.8,2.0,2.2,0.0,0.0,3.0,1.2,19.0,15.4,1.4,4.2,61.2,48.6,2,3,7
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/sepsi-IDsPIcMA/sumar/statistici/0/?mid=SOadZsWn,2020-11-23,Chindia Târgoviște,Sepsi Sf. Gheorghe,6,8,0,0.0,0.8,1.6,1.2,1.2,3.0,5.0,6.2,8.0,5.0,4.8,2.2,2.8,0.0,0.0,2.8,1.0,18.0,16.2,1.5,2.0,46.8,49.6,2,9,6
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=Eu28WuG5,2020-11-23,Gaz Metan Mediaș,FCSB,4,9,0,0.0,1.2,2.0,1.5,1.4,3.5,5.6,6.8,11.4,3.0,5.6,4.0,2.2,0.0,0.0,2.0,0.6,19.0,17.2,2.2,2.6,49.0,56.2,2,8,2
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=d4iDVaVB,2020-12-04,FC Voluntari,LPS HD Clinceni,6,9,0,0.0,1.4,1.0,1.2,0.4,4.6,3.4,7.2,6.0,5.8,3.8,1.8,2.6,0.0,0.0,2.0,1.4,15.4,14.2,3.2,2.8,46.8,45.8,0,10,5
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-arges-65I2MLv6/sumar/statistici/0/?mid=S28OScFU,2020-12-04,FC Argeș,Dinamo București,7,3,0,0.0,1.0,1.2,1.2,1.8,3.8,3.6,7.4,8.6,5.0,4.4,1.6,2.4,0.0,0.0,1.8,1.6,17.0,19.8,2.6,2.4,48.6,50.6,2,15,14
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/sepsi-IDsPIcMA/sumar/statistici/0/?mid=6TwZn10n,2020-12-05,Sepsi Sf. Gheorghe,FC Botoșani,8,4,0,0.0,1.0,1.2,0.6,2.0,4.6,3.2,11.2,6.6,6.4,2.8,3.0,2.8,0.0,0.0,2.0,2.4,16.8,20.8,1.6,2.6,55.2,44.2,0,4,12
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=lC9KTw0O,2020-12-05,FCSB,UTA Arad,15,11,0,0.0,3.6,1.4,0.6,0.8,8.2,3.8,12.0,7.0,6.4,3.4,2.0,2.8,0.0,0.0,2.0,1.2,17.8,15.6,2.6,4.2,56.0,47.4,1,1,6
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/poli-iasi-t84qisiU/sumar/statistici/0/?mid=fkAGUJpI,2020-12-06,Poli Iași,CFR Cluj,4,13,0,0.0,1.6,1.6,2.8,0.4,5.4,4.2,10.0,10.2,5.4,4.6,2.8,2.8,0.0,0.0,2.8,1.4,17.6,15.2,2.4,0.8,52.4,53.8,2,14,3
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-astra-EihjKDVb/sumar/statistici/0/?mid=0jwwnLFh,2020-12-07,Astra Giurgiu,Chindia Târgoviște,4,7,0,0.0,1.6,0.6,1.8,0.4,3.0,2.2,6.8,6.8,4.2,3.0,3.0,2.4,0.0,0.0,1.6,1.8,17.0,15.6,4.0,3.2,47.6,47.6,0,16,10
https://www.flashscore.ro/meci/fotbal/gaz-metan-p0uYHXwo/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=SxuVmsot,2020-12-07,Univ. Craiova,Gaz Metan Mediaș,9,9,0,0.0,1.0,1.8,0.6,1.2,5.6,3.6,12.6,6.4,9.4,3.2,0.4,2.8,0.0,0.0,1.4,2.0,12.8,22.8,1.2,3.6,54.2,47.4,1,2,9
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=fDbC0KUo,2020-12-11,FC Botoșani,Astra Giurgiu,5,4,0,0.0,1.2,0.6,1.0,1.6,2.8,3.2,8.2,6.4,6.0,4.4,1.8,2.2,0.0,0.0,1.4,1.4,14.2,14.6,3.4,4.0,51.4,48.6,0,10,15
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/poli-iasi-t84qisiU/sumar/statistici/0/?mid=z9VkqJaB,2020-12-11,Dinamo București,Poli Iași,5,3,0,0.0,1.0,0.6,0.8,3.0,5.8,4.0,12.6,6.6,5.8,4.2,2.6,3.0,0.0,0.0,3.4,1.4,16.4,15.8,1.2,2.4,58.2,47.0,1,12,14
https://www.flashscore.ro/meci/fotbal/gaz-metan-p0uYHXwo/sepsi-IDsPIcMA/sumar/statistici/0/?mid=Y3cGavph,2020-12-12,Gaz Metan Mediaș,Sepsi Sf. Gheorghe,4,10,0,0.0,1.4,2.0,1.8,1.4,3.8,6.2,6.8,9.4,2.6,5.0,4.0,3.0,0.0,0.0,2.0,1.0,18.2,15.2,2.8,1.0,49.2,52.0,2,12,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/viitorul-constanta-billykZb/sumar/statistici/0/?mid=tAAUyyho,2020-12-12,Chindia Târgoviște,FC Viitorul,6,7,0,0.0,0.8,1.2,1.4,1.0,2.6,4.2,5.6,9.2,4.2,4.6,2.6,2.0,0.0,0.0,2.4,2.4,17.8,15.6,2.2,4.0,47.0,48.6,0,9,7
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=MPTcscUN,2020-12-13,LPS HD Clinceni,FC Argeș,9,2,0,0.0,1.2,0.6,0.8,1.8,1.8,3.0,5.2,6.0,3.2,3.4,3.4,2.6,0.0,0.0,2.4,3.0,18.2,18.4,3.6,3.8,44.4,42.8,1,5,16
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=4lJ2tHqU,2020-12-13,FC Hermannstadt,FC Voluntari,5,4,0,0.0,1.0,1.0,1.2,1.8,3.6,2.6,6.8,7.8,4.8,6.4,3.2,2.2,0.0,0.0,2.2,2.0,15.8,13.8,4.0,3.6,49.2,49.8,1,13,10
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=rZUgrwFH,2020-12-13,CFR Cluj,FCSB,7,9,0,0.0,0.8,2.0,0.8,1.8,3.8,5.0,10.2,9.6,8.0,5.6,2.0,1.8,0.0,0.0,3.0,1.6,17.2,17.2,1.4,2.6,60.4,54.6,1,3,1
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=dIWopap5,2020-12-14,UTA Arad,Univ. Craiova,5,13,0,0.0,0.8,1.6,1.2,0.4,3.4,5.6,8.0,9.6,4.0,4.4,2.8,2.0,0.0,0.0,2.4,1.4,17.8,16.0,2.2,1.6,50.2,50.8,2,7,2
https://www.flashscore.ro/meci/fotbal/fc-astra-EihjKDVb/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=UVjPcIE4,2020-12-15,Astra Giurgiu,Gaz Metan Mediaș,4,6,0,0.0,1.2,1.2,1.4,1.6,2.8,2.8,6.4,6.2,3.4,3.2,2.8,2.8,0.0,0.0,1.2,2.6,15.4,21.6,3.2,2.6,49.6,47.8,1,14,13
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/viitorul-constanta-billykZb/sumar/statistici/0/?mid=OhjTdxUA,2020-12-15,FC Viitorul,FC Botoșani,8,4,0,0.0,2.0,1.4,1.8,2.2,4.8,3.4,8.4,6.6,4.4,3.0,2.8,2.8,0.0,0.0,2.0,1.8,17.2,21.0,3.0,2.6,53.2,47.6,2,6,10
https://www.flashscore.ro/meci/fotbal/lps-hd-clinceni-Q7PNEIgJ/poli-iasi-t84qisiU/sumar/statistici/0/?mid=drrtfzET,2020-12-16,Poli Iași,LPS HD Clinceni,4,9,0,0.0,1.4,1.2,2.4,0.6,4.0,3.8,8.4,8.2,3.4,3.6,2.6,3.0,0.0,0.0,2.0,1.4,18.0,15.0,2.8,2.6,51.4,47.4,0,15,5
