link_meci,data_meci,echipa_gazda,echipa_oaspete,forma_puncte_gazda,forma_puncte_oaspete,h2h_victorii_gazda,h2h_gazda,medie_goluri_gazda,medie_goluri_oaspete,medie_goluri_primite_gazda,medie_goluri_primite_oaspete,medie_suturi_pe_poarta_gazda,medie_suturi_pe_poarta_oaspete,medie_total_suturi_gazda,medie_total_suturi_oaspete,medie_cornere_gazda,medie_cornere_oaspete,medie_cartonase_galbene_gazda,medie_cartonase_galbene_oaspete,medie_cartonase_rosii_gazda,medie_cartonase_rosii_oaspete,medie_ofsaiduri_gazda,medie_ofsaiduri_oaspete,medie_lovituri_libere_gazda,medie_lovituri_libere_oaspete,medie_interventii_portar_gazda,medie_interventii_portar_oaspete,medie_posesie_minge_gazda,medie_posesie_minge_oaspete,rezultat,loc_clasament_gazda,loc_clasament_oaspete
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=vRy0gnFM,2023-02-28,FC Hermannstadt,'U' Cluj,2,1,0,0.0,0.3,1.0,0.7,3.5,2.0,3.0,10.7,15.0,2.3,5.0,2.0,2.0,0.0,0.0,1.7,3.5,17.0,9.5,2.3,3.5,49.7,52.0,2,16,9
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=zcNVmQxp,2023-02-28,Chindia Târgoviște,U Craiova 1948,5,3,0,0.0,1.7,2.0,1.3,1.0,5.3,5.0,21.0,10.0,5.3,5.0,2.0,0.0,0.0,0.0,1.3,2.0,9.7,9.0,1.3,4.0,47.0,44.0,0,8,1
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=QNXefSaG,2023-02-28,Farul Constanța,Sepsi Sf. Gheorghe,6,2,0,1.0,1.3,0.7,1.3,1.7,5.0,3.0,16.7,11.7,4.0,3.7,1.3,3.0,0.0,0.0,1.7,1.7,14.7,15.7,1.3,2.7,52.3,50.7,1,3,11
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=WOGvn47d,2023-03-01,CS Mioveni,FC Voluntari,5,0,0,0.0,0.7,1.0,0.3,2.7,2.0,1.7,7.7,7.3,2.7,2.7,2.7,2.3,0.0,0.0,2.0,2.3,15.7,13.3,3.7,5.0,49.7,42.3,2,9,14
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=hYHzmphj,2023-03-01,Univ. Craiova,FC Argeș,6,2,0,1.0,2.0,1.0,0.0,1.7,5.0,1.3,14.5,8.0,8.0,3.3,1.5,2.7,0.0,0.0,1.5,0.7,14.5,14.0,2.5,3.3,59.0,51.7,1,10,13
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=Ymy4h6US,2023-03-01,FC Botoșani,Rapid București,7,2,0,0.0,2.3,0.0,0.3,0.0,4.0,3.0,10.7,16.0,2.3,6.0,2.7,2.0,0.0,0.0,2.3,0.5,17.0,14.0,1.7,1.0,42.3,42.0,2,7,6
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=rarie8pA,2023-03-02,CFR Cluj,UTA Arad,3,2,0,0.0,1.5,0.7,1.0,1.0,6.0,3.0,14.0,10.7,4.0,4.0,2.0,3.0,0.0,0.0,0.0,1.3,13.0,14.3,2.5,2.3,41.0,53.7,1,5,13
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/petrolul-dhnNlCE9/sumar/statistici/0/?mid=48qmdlV3,2023-03-02,FCSB,Petrolul Ploiești,1,0,0,0.0,1.5,0.0,2.0,2.7,5.0,4.0,13.5,15.7,6.0,5.7,5.0,3.0,0.0,0.0,1.5,1.0,12.5,14.3,3.5,2.0,41.5,53.3,1,4,15
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=IHdZ7oUF,2023-03-03,'U' Cluj,Farul Constanța,8,7,0,0.0,1.5,1.3,0.8,0.7,6.2,5.0,16.8,14.0,6.8,4.3,2.2,2.3,0.0,0.0,2.0,3.0,14.5,12.0,1.8,1.0,60.8,53.0,1,6,2
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=Qs0s6PbS,2023-03-04,U Craiova 1948,FC Botoșani,10,3,0,1.0,2.5,1.0,0.8,1.7,5.0,3.0,13.5,12.3,6.0,4.0,1.2,2.3,0.0,0.0,1.5,1.3,14.0,13.3,2.0,1.7,51.5,53.0,1,5,7
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=ni1w75qM,2023-03-04,Rapid București,FC Hermannstadt,9,0,0,0.0,2.5,0.3,0.8,2.0,6.2,4.3,15.8,12.7,5.8,3.7,1.0,3.3,0.0,0.0,1.5,1.3,14.2,11.7,2.5,2.0,54.8,48.7,2,6,16
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/dacia-mioveni-WSNaPsAg/sumar/statistici/0/?mid=WOxA1q7q,2023-03-05,CS Mioveni,Chindia Târgoviște,5,4,0,0.0,0.5,1.3,1.0,1.7,2.0,3.7,10.0,11.7,3.0,2.7,2.5,2.7,0.0,0.0,1.5,1.7,15.5,13.3,3.5,5.0,51.0,39.7,1,10,9
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=pS4MAmpc,2023-03-05,Petrolul Ploiești,Univ. Craiova,3,1,0,0.0,1.7,0.5,2.3,1.2,4.0,2.5,11.3,14.8,5.0,4.8,2.0,2.2,0.0,0.0,1.7,2.2,8.7,15.5,5.7,2.8,43.3,62.2,2,16,8
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=d28Q97a3,2023-03-05,UTA Arad,FCSB,3,12,0,0.0,1.3,1.5,1.3,0.5,2.7,4.5,13.3,16.8,5.7,4.8,1.7,2.5,0.0,0.0,2.0,1.2,17.3,14.8,1.3,2.2,55.0,55.0,1,13,2
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=pStE03Mk,2023-03-06,FC Voluntari,FC Argeș,3,2,0,0.0,0.7,0.8,1.0,1.5,1.3,1.5,7.3,7.5,3.7,2.5,3.0,2.8,0.0,0.0,2.0,0.5,13.3,15.0,1.7,3.2,43.7,48.0,0,12,15
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/sepsi-IDsPIcMA/sumar/statistici/0/?mid=vRcV8RE9,2023-03-06,Sepsi Sf. Gheorghe,CFR Cluj,4,9,0,0.0,2.0,2.2,1.5,1.0,5.5,5.0,12.5,12.2,5.0,4.0,4.0,1.2,0.0,0.0,0.5,0.5,20.5,13.2,2.5,1.2,59.5,46.8,0,13,4
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=YNiDJrTR,2023-03-10,FC Botoșani,CS Mioveni,7,4,0,0.0,2.0,1.7,0.8,1.7,4.0,3.3,11.8,7.3,3.5,2.3,2.8,3.0,0.0,0.0,2.2,2.3,16.5,17.0,1.8,4.3,44.8,38.0,0,9,8
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=IuuMbsi2,2023-03-10,Univ. Craiova,UTA Arad,9,2,0,1.0,1.7,0.8,0.0,1.2,4.7,2.5,13.3,11.2,6.3,5.5,1.3,3.0,0.0,0.0,2.0,1.2,14.3,14.2,2.3,2.5,60.3,54.8,1,7,11
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/petrolul-dhnNlCE9/sumar/statistici/0/?mid=vktIaNyd,2023-03-11,FC Argeș,Petrolul Ploiești,1,0,0,0.0,0.3,0.2,1.3,3.0,1.7,4.2,7.7,14.5,5.0,4.8,2.0,2.8,0.0,0.0,1.3,0.8,10.3,14.5,3.7,3.5,47.0,49.5,2,15,16
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=xdb4L4bF,2023-03-11,Farul Constanța,Rapid București,9,5,0,1.0,1.5,0.7,1.0,0.3,5.5,3.3,17.0,14.0,5.5,5.7,1.5,2.0,0.0,0.0,2.5,0.7,12.5,13.3,1.2,1.7,50.8,44.0,1,5,7
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=4r0dNQT2,2023-03-12,FCSB,Sepsi Sf. Gheorghe,4,2,0,0.0,2.3,0.5,1.7,1.8,7.3,2.5,16.3,10.0,8.0,3.8,3.7,2.2,0.0,0.0,1.0,1.5,16.7,16.8,3.7,3.2,48.3,51.5,1,4,13
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=ja28KODL,2023-03-12,FC Hermannstadt,U Craiova 1948,2,4,0,0.0,0.2,1.0,0.8,0.5,2.0,4.0,10.2,8.0,3.0,3.5,2.8,2.0,0.0,0.0,2.0,2.0,16.2,12.0,2.2,2.5,50.0,46.0,1,15,2
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=zXwuF2yq,2023-03-13,Chindia Târgoviște,FC Voluntari,6,3,0,1.0,1.2,1.5,1.0,2.0,4.2,2.8,17.2,10.0,4.5,2.5,2.2,2.2,0.0,0.0,1.0,2.0,14.2,13.5,1.8,4.2,48.2,43.0,0,10,13
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=rZb0Mpq9,2023-03-13,CFR Cluj,'U' Cluj,6,4,0,0.0,1.7,1.0,1.0,2.3,5.7,3.0,14.3,12.0,3.7,5.3,1.7,1.7,0.0,0.0,0.7,2.7,16.0,13.7,1.7,3.0,41.3,51.0,1,4,6
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/sepsi-IDsPIcMA/sumar/statistici/0/?mid=lv8LGLBf,2023-03-16,Sepsi Sf. Gheorghe,U Craiova 1948,5,4,0,1.0,2.0,0.7,1.7,0.7,5.0,3.7,11.7,10.7,4.3,3.3,3.0,1.3,0.0,0.0,1.3,1.7,18.7,13.0,2.3,2.3,59.0,50.3,1,14,4
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=fB5KODH3,2023-03-17,FC Voluntari,FC Hermannstadt,4,3,0,1.0,0.5,0.5,0.8,1.5,1.8,3.8,9.0,11.5,3.8,3.0,2.5,3.0,0.0,0.0,1.8,1.0,13.0,12.8,1.8,3.0,46.0,45.8,0,13,14
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/petrolul-dhnNlCE9/sumar/statistici/0/?mid=GbyEYloS,2023-03-17,Petrolul Ploiești,UTA Arad,3,2,0,1.0,1.2,0.8,2.0,1.4,3.8,2.8,12.8,12.0,4.2,6.0,2.0,2.6,0.0,0.0,2.5,1.0,9.2,12.6,5.0,2.4,45.2,52.6,1,15,12
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=YwOuU8gq,2023-03-18,FC Botoșani,Chindia Târgoviște,8,4,0,0.0,1.8,1.0,0.8,1.8,4.2,3.8,11.2,11.5,3.2,2.2,2.6,2.2,0.0,0.0,2.0,1.8,16.4,14.5,1.6,4.0,46.0,43.2,1,9,10
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=UTFyRcqJ,2023-03-18,FCSB,Univ. Craiova,7,4,0,0.0,2.0,0.6,1.2,1.0,6.8,2.8,16.2,13.8,6.5,5.0,2.8,2.2,0.0,0.0,1.2,2.4,17.5,15.8,3.2,2.8,47.2,59.6,0,2,5
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=fDveSnEe,2023-03-19,Farul Constanța,Sepsi Sf. Gheorghe,12,2,0,1.0,1.6,0.4,1.0,1.6,5.8,2.4,19.0,9.8,4.6,3.4,2.2,2.4,0.0,0.0,2.6,1.4,14.2,16.4,1.6,3.4,50.4,52.4,1,3,11
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=GWzCksMJ,2023-03-19,CFR Cluj,Rapid București,9,5,0,1.0,2.2,0.8,0.8,0.8,6.8,3.5,16.0,13.0,4.8,5.5,1.2,1.8,0.0,0.0,0.5,0.8,15.0,14.8,2.0,2.5,44.2,45.8,0,2,7
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=Y3waR6T1,2023-03-20,U Craiova 1948,CS Mioveni,13,5,0,1.0,2.2,1.5,0.6,1.5,4.8,3.0,14.0,7.0,6.4,2.5,1.0,2.8,0.0,0.0,1.4,1.8,15.0,16.2,2.2,4.2,49.2,40.8,1,4,9
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=GY9R4DRN,2023-03-20,'U' Cluj,FC Argeș,11,3,0,0.0,1.6,0.6,0.6,1.2,6.8,1.6,18.2,7.8,6.6,3.0,2.6,3.0,0.0,0.0,1.8,0.8,13.4,13.4,1.6,3.2,57.2,47.8,1,7,16
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/petrolul-dhnNlCE9/sumar/statistici/0/?mid=tb29lKIp,2023-03-31,U Craiova 1948,Petrolul Ploiești,15,3,0,0.0,2.6,0.4,0.4,2.4,6.0,4.0,14.8,14.0,6.0,4.2,1.2,2.8,0.0,0.0,1.4,1.0,15.2,13.8,2.4,3.4,50.8,48.6,2,3,14
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=f16DmvYj,2023-04-01,UTA Arad,'U' Cluj,6,4,0,1.0,1.8,0.8,1.2,2.8,3.5,3.0,13.5,10.8,4.5,4.5,2.0,2.0,0.0,0.0,2.0,2.0,17.2,13.2,1.8,3.8,52.8,50.0,1,15,5
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=CxZUUYLf,2023-04-01,Rapid București,Farul Constanța,9,7,0,0.0,2.0,1.0,0.8,1.0,6.2,4.0,15.6,12.8,5.6,3.5,1.2,2.0,0.0,0.0,1.8,2.5,12.8,13.5,2.2,2.5,56.4,54.0,0,7,1
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=84feCNAi,2023-04-02,FC Argeș,FC Voluntari,1,4,0,1.0,0.2,1.4,1.2,1.8,2.0,2.6,8.2,10.8,4.8,2.6,1.5,2.0,0.0,0.0,1.8,2.0,11.5,12.8,3.2,4.6,49.0,43.6,2,16,14
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=jTXYThy1,2023-04-02,Univ. Craiova,CFR Cluj,12,10,0,1.0,1.8,2.2,0.2,1.2,4.5,4.8,13.8,12.8,5.5,4.4,1.0,1.4,0.0,0.0,1.8,1.0,14.5,13.8,2.5,1.4,59.2,45.8,0,6,2
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/dacia-mioveni-WSNaPsAg/sumar/statistici/0/?mid=S6AdA1u4,2023-04-03,CS Mioveni,Chindia Târgoviște,8,4,0,1.0,0.8,0.8,0.8,1.6,2.2,3.6,9.2,11.6,2.8,3.0,2.2,2.0,0.0,0.0,1.8,1.4,16.0,14.0,3.6,3.6,50.0,42.8,2,9,13
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=pjXxTCj7,2023-04-03,Sepsi Sf. Gheorghe,FCSB,8,12,0,0.0,2.5,1.4,1.2,1.0,6.0,4.4,13.0,16.4,4.8,5.0,3.2,2.6,0.0,0.0,2.0,1.0,17.0,15.8,1.8,2.4,56.0,54.8,2,14,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=ENC87aPM,2023-04-08,FC Voluntari,UTA Arad,5,1,0,1.0,0.6,0.6,0.8,1.4,2.8,3.0,10.0,12.4,4.8,5.8,2.6,2.6,0.0,0.0,1.6,1.0,12.4,15.4,1.6,2.8,47.4,52.2,0,11,13
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6c909LfA,2023-04-08,'U' Cluj,U Craiova 1948,11,4,0,0.0,1.6,0.5,0.4,1.5,6.2,2.8,15.0,9.8,6.4,3.5,2.0,1.2,0.0,0.0,1.4,1.8,13.6,15.0,2.0,3.0,56.2,51.0,2,6,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=bgysSW5D,2023-04-08,Farul Constanța,Univ. Craiova,15,5,0,1.0,2.0,0.8,0.6,1.0,6.6,3.6,20.6,14.2,5.2,4.8,2.0,1.6,0.0,0.0,2.8,1.8,16.0,15.8,2.2,3.6,48.4,54.0,1,2,5
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=belu2wmp,2023-04-09,Chindia Târgoviște,FC Hermannstadt,7,4,0,0.0,1.2,0.6,1.0,1.4,4.8,3.4,17.4,11.2,5.0,3.4,2.0,3.0,0.0,0.0,1.0,0.8,13.6,12.2,1.6,3.6,49.4,46.0,2,9,15
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=dn2D6JvT,2023-04-09,FC Botoșani,FC Argeș,8,2,0,0.0,1.8,0.4,0.8,1.4,4.6,1.6,12.4,8.0,3.6,2.8,2.2,2.4,0.0,0.0,2.2,0.8,16.6,12.2,1.8,3.2,51.0,45.4,1,8,16
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=0bFPjGrE,2023-04-09,CFR Cluj,FCSB,10,12,0,1.0,2.2,1.6,1.0,1.2,6.4,4.8,15.4,16.0,4.2,5.4,1.4,2.4,0.0,0.0,1.0,1.6,14.0,17.2,2.4,2.4,42.0,51.0,0,4,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/petrolul-dhnNlCE9/sumar/statistici/0/?mid=0K848uAG,2023-04-10,Petrolul Ploiești,CS Mioveni,6,5,0,0.0,1.2,1.2,1.6,1.8,4.0,2.8,12.8,7.0,3.8,2.0,2.2,2.6,0.0,0.0,3.0,1.8,9.6,15.6,4.6,4.6,45.0,42.6,1,14,11
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=xOxgZmDt,2023-04-10,Sepsi Sf. Gheorghe,Rapid București,8,6,0,0.0,2.2,1.0,1.4,1.0,5.4,4.0,13.0,14.8,4.6,6.4,3.0,1.4,0.0,0.0,1.8,1.0,17.0,15.0,1.8,2.6,56.4,50.0,1,15,8
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=SUhq1c2j,2023-04-14,U Craiova 1948,FC Voluntari,12,7,0,0.0,1.6,1.6,0.6,1.4,4.6,3.8,14.6,13.4,6.0,2.8,1.4,1.8,0.0,0.0,1.6,2.4,15.6,11.4,2.4,4.0,53.0,44.2,0,3,12
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=AgIT89Ld,2023-04-14,UTA Arad,FC Botoșani,9,3,0,1.0,1.8,0.8,1.0,1.5,3.4,3.0,12.2,13.5,4.6,4.5,2.0,2.5,0.0,0.0,1.8,1.0,18.2,12.5,2.2,2.0,51.2,54.8,2,14,7
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=GjLy7mj9,2023-04-15,CS Mioveni,FC Hermannstadt,5,7,0,0.0,0.6,1.0,1.0,1.2,2.6,3.8,8.0,12.8,2.4,4.2,2.2,2.4,0.0,0.0,1.4,1.2,17.8,14.4,2.8,3.8,51.4,50.6,2,13,15
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/sepsi-IDsPIcMA/sumar/statistici/0/?mid=SCV5Woca,2023-04-15,CFR Cluj,Sepsi Sf. Gheorghe,11,2,0,1.0,2.4,0.6,1.0,1.4,7.2,2.2,17.6,9.0,4.6,2.6,1.4,2.2,0.0,0.0,1.4,1.2,14.4,17.2,2.2,4.0,42.2,50.8,1,4,12
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6Lim0HHd,2023-04-16,Petrolul Ploiești,'U' Cluj,9,4,0,1.0,1.4,0.6,1.2,2.6,3.2,3.2,10.6,11.2,3.0,4.8,2.0,2.2,0.0,0.0,2.8,2.8,10.4,12.8,4.4,3.2,44.4,51.0,2,10,7
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=plt1XRsg,2023-04-16,Univ. Craiova,Rapid București,13,5,0,0.0,1.6,1.0,0.4,1.4,4.2,3.8,14.6,14.0,7.4,5.4,1.0,1.6,0.0,0.0,1.8,1.8,14.8,15.8,2.4,3.0,61.0,55.4,1,6,8
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-arges-65I2MLv6/sumar/statistici/0/?mid=MTLX7Tz3,2023-04-17,FC Argeș,Chindia Târgoviște,1,4,0,1.0,0.2,0.6,1.4,1.4,2.4,3.6,9.6,12.0,4.2,4.0,1.6,2.0,0.0,0.0,1.4,1.6,12.8,13.2,3.6,3.4,51.4,41.2,1,16,12
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=6cscY7Sn,2023-04-17,FCSB,Farul Constanța,8,8,0,0.0,1.8,1.0,1.2,1.0,6.4,4.6,16.0,13.6,6.6,3.6,2.4,2.0,0.0,0.0,1.0,2.6,18.0,14.0,3.6,2.6,50.2,55.6,1,4,1
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=C0XHTqsI,2023-04-21,Sepsi Sf. Gheorghe,Univ. Craiova,10,5,0,0.0,2.2,1.0,1.0,1.2,5.0,4.0,12.4,12.6,4.8,5.0,3.0,1.2,0.0,0.0,2.2,1.8,15.6,16.4,1.6,3.4,51.6,51.6,2,13,5
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=d8uMowK0,2023-04-22,FC Hermannstadt,FC Argeș,5,1,0,1.0,0.4,0.2,0.6,1.4,2.2,1.6,10.2,7.2,3.2,2.8,2.6,1.8,0.0,0.0,1.8,0.8,15.8,13.2,2.4,3.0,48.2,46.4,1,9,16
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=fsKu675F,2023-04-22,FC Botoșani,U Craiova 1948,8,7,0,1.0,1.0,1.0,0.8,1.4,3.8,3.4,12.8,10.4,4.4,3.8,2.4,1.2,0.0,0.0,2.2,2.0,15.4,15.4,1.8,2.4,53.6,51.6,0,7,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=vmZ9V5C5,2023-04-22,Farul Constanța,CFR Cluj,15,8,0,0.0,2.2,1.8,0.8,1.4,6.6,4.8,20.4,12.0,5.4,3.8,2.4,1.4,0.0,0.0,2.8,1.2,13.4,13.2,2.4,1.4,50.8,44.4,1,2,3
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=r5yInJ4f,2023-04-23,Chindia Târgoviște,UTA Arad,6,2,0,1.0,1.2,0.6,1.2,1.2,5.0,3.6,13.8,13.4,4.0,7.0,2.4,2.8,0.0,0.0,1.0,0.4,15.0,14.8,1.8,2.8,48.2,51.8,1,12,15
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=Y9YDUPRB,2023-04-23,Rapid București,FCSB,7,10,0,1.0,1.6,1.6,1.0,1.4,6.2,4.6,16.8,15.4,5.2,5.2,1.6,2.2,0.0,0.0,1.4,2.0,14.6,17.2,2.4,3.0,55.4,50.8,1,9,2
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=lrxEmakl,2023-04-24,'U' Cluj,CS Mioveni,10,2,0,0.0,1.8,0.8,1.0,2.0,6.0,2.4,16.2,7.6,5.4,1.8,1.6,2.0,0.0,0.0,1.0,1.6,13.8,16.4,2.0,4.0,52.2,46.8,1,7,14
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/petrolul-dhnNlCE9/sumar/statistici/0/?mid=AiwAluzr,2023-04-24,FC Voluntari,Petrolul Ploiești,6,6,0,0.0,0.8,0.6,0.8,2.2,3.8,3.2,10.8,12.6,4.2,4.0,2.6,2.6,0.0,0.0,1.8,1.2,14.8,12.6,2.2,3.6,47.2,46.4,0,12,11
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=vXUQpcZ6,2023-04-28,U Craiova 1948,Chindia Târgoviște,10,3,0,0.0,1.8,0.2,1.0,1.2,4.6,3.4,14.0,11.8,5.0,5.0,0.8,2.0,0.0,0.0,1.4,1.8,15.2,12.8,2.2,2.2,50.6,45.6,1,4,10
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-arges-65I2MLv6/sumar/statistici/0/?mid=hfLK6vdQ,2023-04-29,CS Mioveni,FC Argeș,4,1,0,0.0,0.4,0.2,1.2,1.2,2.2,2.0,8.2,7.6,2.6,2.4,2.4,2.0,0.0,0.0,1.4,0.8,15.6,11.4,3.6,2.2,52.0,44.8,2,14,16
